City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Lompoc,US,34.6391,-120.4579,74.84,67,0,1.99,clear sky
346,Constantine,DZ,36.365,6.6147,92.61,21,0,13.8,clear sky
347,Tarakan,ID,3.3,117.6333,76.5,94,20,2.3,few clouds
348,Ashqelon,IL,31.6693,34.5715,80.82,74,0,16.11,clear sky
349,Bissora,GW,12.2231,-15.4475,93.27,39,98,5.79,overcast clouds
350,Namibe,AO,-15.1961,12.1522,67.01,74,0,6.76,clear sky
351,Liverpool,GB,53.4106,-2.9779,78.51,45,0,5.75,clear sky
352,Pipar,IN,26.3856,73.5378,92.7,40,23,17.58,few clouds
353,Aleksandrov Gay,RU,50.147,48.5704,73.74,47,45,6.51,scattered clouds
354,Maldonado,UY,-34.6667,-54.9167,63.79,65,100,3.91,overcast clouds
355,Kisangani,CD,0.5167,25.2,78.04,69,35,2.1,scattered clouds
356,Makakilo City,US,21.3469,-158.0858,75.18,83,75,5.75,broken clouds
357,Karaton,ID,-6.3424,106.1045,73.72,94,90,1.52,overcast clouds
358,Avera,US,33.194,-82.5271,95.56,39,26,7.16,scattered clouds
359,Ebolowa,CM,2.9,11.15,70.92,96,82,2.19,moderate rain
360,Lagoa,PT,39.05,-27.9833,66.61,90,8,10.63,clear sky
361,Port Blair,IN,11.6667,92.75,80.64,83,40,2.3,mist
362,Jurado,CO,7.1053,-77.7641,82.81,72,82,6.73,light rain
363,Guerrero Negro,MX,27.9769,-114.0611,72.79,52,0,10.18,clear sky
364,Ayan,RU,56.45,138.1667,41.09,96,37,5.21,scattered clouds
365,Antofagasta,CL,-23.65,-70.4,60.08,69,63,7.9,broken clouds
366,Bergen,NO,60.392,5.328,63.16,73,75,4.61,broken clouds
367,Alice Springs,AU,-23.7,133.8833,45.95,81,21,0.0,few clouds
368,Carutapera,BR,-1.195,-46.02,87.85,53,66,7.83,broken clouds
369,Druzhba,UA,52.0428,33.9453,60.42,80,81,6.46,light rain
370,Lensk,RU,60.7253,114.9278,52.29,96,48,2.57,scattered clouds
371,Sorong,ID,-0.8833,131.25,78.89,81,100,1.59,overcast clouds
372,Arlit,NE,18.7369,7.3853,81.72,51,100,32.39,light rain
373,At-Bashi,KG,41.1702,75.8106,51.49,74,70,0.4,broken clouds
374,Caxias,PT,38.7031,-9.2767,79.47,59,20,12.66,few clouds
375,Leningradskiy,RU,69.3833,178.4167,33.78,90,97,8.84,overcast clouds
376,Wabag,PG,-5.4781,143.7021,54.37,99,93,1.68,overcast clouds
377,Arosa,CH,46.7779,9.6762,64.92,70,54,6.73,broken clouds
378,Champua,IN,22.0833,85.6667,83.93,65,99,8.5,overcast clouds
379,Zonguldak,TR,41.25,31.8333,59.43,82,0,3.83,clear sky
380,Amga,RU,60.8953,131.9608,49.8,95,22,2.44,few clouds
381,Dawson Creek,CA,55.7666,-120.2362,58.64,67,20,3.44,few clouds
382,Kirillov,RU,59.863,38.3813,60.91,60,81,8.97,broken clouds
383,Drayton Valley,CA,53.2168,-114.9854,59.05,73,91,7.83,overcast clouds
384,Springdale,US,36.1867,-94.1288,89.55,68,40,11.5,scattered clouds
385,Saryg-Sep,RU,51.5,95.6,56.16,97,100,1.19,overcast clouds
386,Alvorada,BR,-12.48,-49.1247,94.87,23,0,6.35,clear sky
387,Kulunda,RU,52.566,78.9385,60.33,63,35,7.99,scattered clouds
388,Whitehorse,CA,60.7161,-135.0538,52.57,66,20,0.0,few clouds
389,Lhokseumawe,ID,5.1801,97.1507,77.95,87,100,3.53,overcast clouds
390,Tolaga Bay,NZ,-38.3667,178.3,57.33,68,66,11.21,broken clouds
391,Sechura,PE,-5.5569,-80.8222,73.47,55,13,13.71,few clouds
392,Anadyr,RU,64.75,177.4833,46.9,87,40,11.18,scattered clouds
393,Rocha,UY,-34.4833,-54.3333,63.55,64,100,3.04,overcast clouds
394,Yining,CN,29.0361,114.5636,72.55,94,100,2.89,overcast clouds
395,Sabang,ID,5.8933,95.3214,82.49,74,100,7.74,overcast clouds
396,Evanton,GB,57.6638,-4.34,67.66,73,90,8.05,overcast clouds
397,Amapa,BR,1.0,-52.0,84.49,62,82,4.45,broken clouds
398,Stephenville,US,32.2207,-98.2023,93.81,40,0,5.75,clear sky
399,Bredy,RU,52.4153,60.3411,68.85,60,56,6.58,broken clouds
400,Peniche,PT,39.3558,-9.3811,72.45,65,68,9.26,broken clouds
401,Abu Samrah,SY,35.3029,37.1841,87.64,25,0,5.41,clear sky
402,Mulanje,MW,-16.0316,35.5,64.4,72,3,6.51,clear sky
403,Beian,NO,63.6559,9.5683,59.99,82,100,6.91,light rain
404,Tanout,NE,14.9709,8.8879,90.55,32,90,6.38,overcast clouds
405,Cayenne,GF,4.9333,-52.3333,82.44,1,75,5.75,broken clouds
406,Loubomo,CG,-4.1997,12.6739,77.83,61,28,7.56,scattered clouds
407,Marfino,RU,55.7028,37.3822,68.25,40,0,11.18,clear sky
408,Glyadyanskoye,RU,54.9075,65.0883,63.45,69,60,5.21,broken clouds
409,Petropavlovka,RU,50.6114,105.3196,58.59,84,24,4.94,few clouds
410,Parabel,RU,58.6978,81.4825,52.72,97,53,5.53,broken clouds
411,Alofi,NU,-19.0595,-169.9187,73.29,94,42,6.91,scattered clouds
412,Predivinsk,RU,57.0669,93.4378,60.04,99,100,4.27,light rain
413,Rio Grande,BR,-32.035,-52.0986,75.31,66,93,3.83,overcast clouds
414,Asfi,MA,32.2994,-9.2372,71.08,71,8,15.61,clear sky
415,Mitsamiouli,KM,-11.3847,43.2844,78.76,70,6,2.37,clear sky
416,Fonte Boa,BR,-2.4959,-66.2662,83.89,68,55,1.86,broken clouds
417,Riyadh,SA,24.6877,46.7219,102.34,9,19,10.54,few clouds
418,Arman,RU,59.7,150.1667,44.02,97,100,2.06,light rain
419,Klaksvik,FO,62.2266,-6.589,52.72,86,99,11.21,overcast clouds
420,Karratha,AU,-20.7377,116.8463,74.07,64,88,4.88,overcast clouds
421,Bahia Blanca,AR,-38.7196,-62.2724,57.69,48,0,11.01,clear sky
422,Maxixe,MZ,-23.8597,35.3472,66.02,63,20,6.91,few clouds
423,Durban,ZA,-29.8579,31.0292,60.03,71,40,3.0,scattered clouds
424,Maniitsoq,GL,65.4167,-52.9,34.29,90,100,17.27,light snow
425,Leeton,AU,-34.5667,146.4,51.89,100,100,0.0,overcast clouds
426,Jackson,US,42.4165,-122.8345,65.39,59,98,3.0,overcast clouds
427,Chapleau,CA,47.8405,-83.4034,73.49,60,40,13.8,scattered clouds
428,Macau,MO,22.2006,113.5461,84.0,94,40,11.5,light rain
429,Bonavista,CA,48.6499,-53.1147,55.04,70,3,13.47,clear sky
430,Chicama,PE,-7.8447,-79.1469,61.34,60,26,10.04,scattered clouds
431,Vilyuysk,RU,63.7553,121.6247,49.87,74,4,4.81,clear sky
432,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,68,3,10.4,clear sky
433,Calabaca,PH,14.3001,122.4336,79.9,88,20,4.43,few clouds
434,Ullapool,GB,57.8987,-5.1604,66.34,86,100,5.39,overcast clouds
435,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,77.11,49,100,4.59,overcast clouds
436,Montivilliers,FR,49.5452,0.1877,78.42,53,0,8.05,clear sky
437,Saint Anthony,US,45.0205,-93.218,76.82,53,3,5.99,clear sky
438,Lithgow,AU,-33.4833,150.15,40.96,94,81,5.95,broken clouds
439,Inuvik,CA,68.3499,-133.7218,59.86,42,20,4.61,few clouds
440,Quime,BO,-16.9833,-67.2167,59.09,37,0,8.1,clear sky
441,Chanute,US,37.6792,-95.4572,90.45,63,99,14.85,overcast clouds
442,Mezen,RU,65.8522,44.24,64.9,59,47,4.41,scattered clouds
443,Marang,MY,5.2056,103.2059,78.71,86,98,7.23,overcast clouds
444,Srednekolymsk,RU,67.45,153.6833,46.27,43,9,8.57,clear sky
445,Qingdao,CN,36.0986,120.3719,69.4,100,40,15.66,heavy intensity rain
446,Sungairaya,ID,0.7,108.9,77.13,90,100,3.76,overcast clouds
447,Folkestone,GB,51.0833,1.1833,76.73,57,76,5.46,broken clouds
448,Lazaro Cardenas,MX,17.9583,-102.2,77.81,86,100,10.94,overcast clouds
449,Sosnytsya,UA,51.5239,32.4999,61.47,82,76,6.15,broken clouds
450,Hambantota,LK,6.1241,81.1185,80.15,79,100,12.55,overcast clouds
451,Acapulco,MX,16.8634,-99.8901,79.7,81,100,7.07,overcast clouds
452,Kathu,TH,7.9178,98.3332,86.7,99,100,2.19,overcast clouds
453,Luba,GQ,3.4568,8.5547,78.69,90,100,13.98,moderate rain
454,Wattegama,LK,6.7989,81.4808,76.8,84,100,4.41,heavy intensity rain
455,Bunia,CD,1.5667,30.25,68.52,67,47,3.33,scattered clouds
456,Okahandja,NA,-21.9833,16.9167,61.93,23,0,4.27,clear sky
457,Aktash,RU,50.3,87.7333,42.26,79,45,3.18,scattered clouds
458,Tyup,KG,42.7276,78.3648,53.78,66,87,3.4,overcast clouds
459,Husavik,IS,66.0449,-17.3389,57.36,49,84,6.78,broken clouds
460,Shache,CN,38.4167,77.2406,87.71,15,69,21.7,broken clouds
461,Cheremshan,RU,54.6667,51.5,63.66,85,92,4.29,light rain
462,Toora-Khem,RU,52.4675,96.11,55.47,92,86,4.32,overcast clouds
463,San Antonio Del Norte,HN,13.8844,-87.7031,82.89,65,100,1.63,overcast clouds
464,Schwedt,DE,53.0596,14.2815,73.24,54,65,11.25,broken clouds
465,Nenjiang,CN,49.1833,125.2167,57.61,85,95,6.78,overcast clouds
466,Kaeo,NZ,-35.1,173.7833,48.33,95,44,4.79,scattered clouds
467,Mackenzie,CA,55.2999,-123.1698,63.19,54,100,10.11,light rain
468,Murray Bridge,AU,-35.1167,139.2667,55.13,71,85,3.51,overcast clouds
469,Arcachon,FR,44.5875,-1.0519,100.45,17,0,10.36,clear sky
470,Madrid,ES,40.4165,-3.7026,103.15,14,0,3.44,clear sky
471,Nome,US,64.5011,-165.4064,42.17,87,2,3.89,clear sky
472,Bonthe,SL,7.5264,-12.505,81.55,78,97,11.9,light rain
473,Sibolga,ID,1.7427,98.7792,76.87,89,100,3.18,moderate rain
474,Kigoma,TZ,-4.8769,29.6267,76.5,69,5,4.88,clear sky
475,Progreso,MX,21.2833,-89.6667,91.51,65,18,13.2,few clouds
476,Fond Du Lac,US,43.775,-88.4388,82.81,70,0,20.8,clear sky
477,Providencia,MX,28.7167,-111.5833,96.06,36,30,1.66,scattered clouds
478,Grabovo,RU,53.3875,45.064,59.77,81,73,1.3,broken clouds
479,Atbasar,KZ,51.8,68.3333,63.63,61,60,2.13,broken clouds
480,Novobirilyussy,RU,56.9514,90.6661,55.89,99,100,6.13,light rain
481,Seymchan,RU,62.8833,152.4333,50.92,78,63,2.62,broken clouds
482,Kopanskaya,RU,46.2779,38.4795,70.05,48,1,14.07,clear sky
483,Hami,CN,42.8,93.45,84.83,24,34,21.09,scattered clouds
484,Port Moresby,PG,-9.4431,147.1797,75.96,89,86,2.28,overcast clouds
485,Barabinsk,RU,55.3571,78.357,55.42,88,64,8.86,broken clouds
486,Santo Antonio Do Sudoeste,BR,-26.0736,-53.7253,67.1,78,43,4.43,scattered clouds
487,Eydhafushi,MV,5.1033,73.0708,83.16,76,100,15.37,overcast clouds
488,Basco,PH,20.4487,121.9702,85.3,75,100,10.67,overcast clouds
489,Sacramento,US,38.4666,-121.3177,78.33,47,20,8.01,few clouds
490,Punalur,IN,9.0,76.9333,77.41,91,94,4.18,overcast clouds
491,Jaen,ES,38.0,-3.5,92.91,24,81,11.77,broken clouds
492,Sawakin,SD,19.1059,37.3321,93.67,52,20,8.01,few clouds
493,Sambava,MG,-14.2667,50.1667,72.77,79,1,6.33,clear sky
494,Sedan,FR,49.6667,5.0,79.72,48,45,8.12,scattered clouds
495,Chumikan,RU,54.7183,135.315,35.49,99,100,2.24,overcast clouds
496,Mormugao,IN,15.4,73.8,80.51,82,100,5.28,overcast clouds
497,Chegdomyn,RU,51.1167,133.0167,55.35,97,100,0.34,overcast clouds
498,Ballina,AU,-28.8667,153.5667,53.78,79,0,7.76,clear sky
499,Ambon,ID,-3.6954,128.1814,78.24,15,81,5.99,broken clouds
500,Pingliang,CN,35.5392,106.6861,65.14,56,35,5.61,scattered clouds
501,Dwarka,IN,22.2394,68.9678,85.08,79,66,16.78,broken clouds
502,Kailua,US,21.4022,-157.7394,76.64,84,80,1.01,broken clouds
503,Oistins,BB,13.0667,-59.5333,82.29,64,97,18.39,overcast clouds
504,Egvekinot,RU,66.3167,-179.1667,33.03,99,99,1.77,overcast clouds
505,Buchanan,LR,5.8808,-10.0467,77.18,87,91,11.41,moderate rain
506,Shitanjing,CN,39.2342,106.3439,79.66,12,77,8.66,broken clouds
507,Rawson,AR,-43.3002,-65.1023,52.66,42,5,23.0,clear sky
508,Muros,ES,42.7762,-9.0603,67.26,85,97,3.78,overcast clouds
509,Port Hedland,AU,-20.3167,118.5667,68.05,60,63,4.61,broken clouds
510,Kurchum,KZ,48.5722,83.6542,61.83,64,39,6.64,scattered clouds
511,Manaus,BR,-3.1019,-60.025,86.49,70,40,5.75,scattered clouds
512,Houlton,US,46.1262,-67.8403,79.21,33,0,13.8,clear sky
513,Lalmohan,BD,22.3384,90.7419,82.65,83,100,18.45,overcast clouds
514,Tsukumi,JP,33.0706,131.8572,70.29,81,98,3.78,overcast clouds
515,Dalian,CN,38.9122,121.6022,66.13,88,0,8.95,clear sky
516,Honiara,SB,-9.4333,159.95,76.03,84,93,6.53,overcast clouds
517,Idah,NG,7.1065,6.7342,79.39,85,91,5.5,moderate rain
518,Sioux Lookout,CA,50.1001,-91.917,53.24,96,97,14.7,overcast clouds
519,Dubbo,AU,-32.25,148.6167,50.13,93,100,3.44,overcast clouds
520,Thinadhoo,MV,0.5333,72.9333,83.68,72,99,10.11,heavy intensity rain
521,Tilichiki,RU,60.4667,166.1,42.28,94,97,5.19,overcast clouds
522,Takoradi,GH,4.8845,-1.7554,73.54,94,100,8.28,moderate rain
523,Upernavik,GL,72.7868,-56.1549,35.31,66,35,5.17,scattered clouds
524,San Pelayo,CO,8.9583,-75.8363,84.69,77,53,4.27,broken clouds
525,Buraydah,SA,26.326,43.975,98.37,9,0,11.18,clear sky
526,Mashhad,IR,36.297,59.6062,84.34,37,40,9.22,scattered clouds
527,Teya,RU,60.3778,92.6267,61.84,68,91,2.44,overcast clouds
528,Cururupu,BR,-1.8283,-44.8683,88.5,49,99,6.4,overcast clouds
529,Salalah,OM,17.0151,54.0924,82.72,85,37,6.76,scattered clouds
530,Korla,CN,41.7597,86.1469,84.67,25,98,24.47,overcast clouds
531,Beroroha,MG,-21.6667,45.1667,72.27,47,62,4.29,broken clouds
532,Imeni Poliny Osipenko,RU,52.4201,136.4853,50.99,95,100,7.83,overcast clouds
533,Savannah Bight,HN,16.45,-85.85,79.5,80,100,6.04,overcast clouds
534,Port Macquarie,AU,-31.4333,152.9167,44.89,72,2,5.64,clear sky
535,Bima,ID,-8.4667,118.7167,76.12,91,95,3.65,overcast clouds
536,Chunoyar,RU,57.4467,97.3217,61.79,97,89,8.66,moderate rain
537,Merke,KZ,42.8728,73.1786,72.57,44,82,3.44,broken clouds
538,Shimoda,JP,34.6667,138.95,70.11,94,100,14.83,overcast clouds
539,Deputatskiy,RU,69.3,139.9,41.88,74,96,5.48,overcast clouds
540,Axim,GH,4.8699,-2.2405,74.07,93,100,11.05,moderate rain
541,Onega,RU,63.9061,38.1404,54.64,90,75,8.55,broken clouds
542,Kyshtovka,RU,56.555,76.6271,55.42,87,100,9.95,overcast clouds
543,Oktyabrskoye,RU,43.0645,44.7417,68.14,78,75,4.47,light rain
544,Saint-Augustin,CA,51.226,-58.6502,64.96,60,79,12.12,broken clouds
545,Narsaq,GL,60.9167,-46.05,59.22,58,44,9.24,scattered clouds
546,Doha,QA,25.2867,51.5333,102.18,15,0,16.11,clear sky
547,Nongstoin,IN,25.5167,91.2667,64.17,99,100,7.34,overcast clouds
548,Gimli,CA,50.6336,-96.9907,58.3,88,100,17.47,overcast clouds
549,Seoul,KR,37.5683,126.9778,62.04,70,0,1.81,clear sky
550,Boca Do Acre,BR,-8.7522,-67.3978,88.45,50,33,1.66,scattered clouds
551,Rockport,US,28.0206,-97.0544,91.44,73,0,10.36,clear sky
552,Praia Da Vitoria,PT,38.7333,-27.0667,73.76,79,54,7.92,broken clouds
553,Erdenet,MN,49.0333,104.0833,55.58,94,9,3.89,clear sky
554,Tocopilla,CL,-22.092,-70.1979,60.8,65,38,5.75,scattered clouds
555,Ossora,RU,59.2353,163.0719,44.82,90,100,3.69,overcast clouds
556,Chiredzi,ZW,-21.05,31.6667,59.65,71,33,2.26,scattered clouds
557,Kalanchak,UA,46.2562,33.2907,71.02,41,78,8.19,broken clouds
558,Fairbanks,US,64.8378,-147.7164,60.3,77,99,1.28,overcast clouds
559,Centralia,US,46.7162,-122.9543,60.01,88,82,1.01,broken clouds
560,Maragogi,BR,-9.0122,-35.2225,73.65,91,100,11.97,light rain
561,Rawlins,US,41.7911,-107.2387,73.35,15,0,4.61,clear sky
562,Kaka,TM,37.3482,59.6143,90.43,27,6,7.25,clear sky
563,Mehamn,NO,71.0357,27.8492,40.95,87,100,8.05,overcast clouds
564,Turayf,SA,31.6725,38.6637,93.83,12,0,7.54,clear sky
565,Beloha,MG,-25.1667,45.05,67.91,62,65,11.74,broken clouds
566,Shirokiy,RU,49.758,129.523,59.5,99,100,4.81,overcast clouds
567,Bloomingdale,US,27.8936,-82.2404,96.19,65,75,5.01,broken clouds
568,Anloga,GH,5.7947,0.8973,76.89,85,100,19.64,light rain
569,Simao,CN,22.7886,100.9748,65.86,100,100,2.8,overcast clouds
570,Balakhninskiy,RU,58.0106,114.2769,56.34,74,36,4.0,scattered clouds
571,Nizwa,OM,22.9333,57.5333,100.29,16,34,1.92,scattered clouds
572,Zacatlan,MX,19.9333,-97.9667,66.42,58,71,9.46,broken clouds
573,Luanda,AO,-8.8368,13.2343,71.73,79,49,14.0,scattered clouds
574,Bardiyah,LY,31.7561,25.0865,77.34,65,0,13.53,clear sky
575,Quang Ngai,VN,15.1167,108.8,79.11,84,99,4.88,overcast clouds
576,Novokizhinginsk,RU,51.6115,109.5917,61.48,63,92,1.77,overcast clouds
577,Manyava,UA,48.6554,24.3754,65.03,72,73,2.44,broken clouds
578,Amla,IN,21.9333,78.1167,81.95,60,100,1.32,overcast clouds
579,Boddam,GB,57.4667,-1.7833,68.43,84,100,16.02,overcast clouds
580,Meridian,US,43.6121,-116.3915,82.04,32,0,20.71,clear sky
581,North Platte,US,41.1239,-100.7654,81.12,36,0,15.01,clear sky
582,Bremen,DE,53.0752,8.8078,71.98,52,0,10.36,clear sky
583,Kotma,IN,23.2,81.9667,80.44,72,99,3.56,overcast clouds
584,Marawi,PH,7.9986,124.2928,69.71,93,100,2.51,overcast clouds
585,Sarh,TD,9.1429,18.3923,87.71,45,81,3.22,broken clouds
586,Ust-Nera,RU,64.5667,143.2,51.53,73,54,5.17,broken clouds
587,Phanom Thuan,TH,14.1303,99.6986,81.23,81,100,4.43,light rain
588,Strzelce Krajenskie,PL,52.8773,15.5298,66.6,57,54,13.73,broken clouds
589,Louga,RU,58.7372,29.8453,59.68,70,65,8.43,broken clouds
590,Puertollano,ES,38.6871,-4.1073,84.07,37,82,9.42,light rain
591,Brae,GB,60.3964,-1.353,56.55,77,96,7.7,overcast clouds
592,Dawei,MM,14.0833,98.2,78.89,89,100,1.39,overcast clouds
593,Vila,PT,42.0304,-8.1588,71.71,52,90,5.64,overcast clouds
594,Azanka,RU,58.0401,64.7893,59.74,74,50,4.7,scattered clouds
595,Tessalit,ML,20.1986,1.0114,101.7,16,24,4.79,few clouds
596,Aripuana,BR,-9.1667,-60.6333,88.84,49,54,4.14,broken clouds
597,Kieta,PG,-6.2167,155.6333,77.99,86,100,4.43,light rain
598,Longjiang,CN,47.3303,123.1836,62.6,73,54,6.8,broken clouds
599,Cruzeiro Do Sul,BR,-29.5128,-51.9853,76.51,65,69,3.15,broken clouds
600,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,91.02,34,0,18.86,clear sky
601,Baiyin,CN,36.5583,104.2081,69.53,46,3,5.82,clear sky
602,Remerschen,LU,49.4886,6.3517,83.62,33,0,11.5,clear sky
603,Iskateley,RU,67.6803,53.1512,62.98,47,100,7.94,overcast clouds
604,Nyurba,RU,63.2842,118.3319,50.05,79,0,4.79,clear sky
605,San Rafael Del Sur,NI,11.8485,-86.4384,79.86,72,100,2.53,overcast clouds
606,Biak,ID,-0.9131,122.8766,76.15,82,100,5.68,overcast clouds
607,Vila Velha,BR,-20.3297,-40.2925,78.75,73,20,6.91,few clouds
608,Finnsnes,NO,69.2296,17.9811,56.01,61,16,5.55,light rain
609,Malacacheta,BR,-17.8422,-42.0767,76.48,35,0,4.92,clear sky
610,Neyshabur,IR,36.2133,58.7958,80.02,34,43,7.54,scattered clouds
611,Saint-Honore,CA,48.5334,-71.0824,81.82,49,91,9.69,overcast clouds
612,Teguldet,RU,57.3064,88.1667,55.6,99,100,4.92,light rain
613,Mahibadhoo,MV,3.7833,72.9667,83.41,76,100,14.72,overcast clouds
614,Marsa Matruh,EG,31.3525,27.2453,76.44,71,0,8.46,clear sky
615,Mazara Del Vallo,IT,37.6641,12.588,88.93,68,34,11.45,scattered clouds
616,Llanes,ES,43.4198,-4.7549,75.58,78,44,13.38,scattered clouds
617,Praia,CV,14.9215,-23.5087,76.51,75,50,13.33,scattered clouds
618,Petrovskoye,RU,57.0104,39.2693,59.81,76,61,1.66,broken clouds
619,Pandan,PH,14.0453,124.1694,80.87,81,15,5.32,few clouds
620,Trenggalek,ID,-8.05,111.7167,75.63,93,95,2.48,overcast clouds
621,Denpasar,ID,-8.65,115.2167,80.26,89,20,3.44,few clouds
622,Miracema Do Tocantins,BR,-9.5618,-48.3967,93.09,29,5,6.44,clear sky
623,Broome,US,42.2506,-75.833,75.54,81,100,11.5,overcast clouds
624,Eenhana,NA,-17.4667,16.3333,68.18,26,0,4.65,clear sky
625,Scarborough,GB,54.2797,-0.4044,69.93,67,92,10.0,overcast clouds
626,Berbera,SO,10.4396,45.0143,89.76,63,85,6.22,overcast clouds
627,Adamovka,RU,51.5223,59.9396,70.43,57,25,10.63,scattered clouds
628,Leshan,CN,29.5623,103.7639,71.38,90,90,0.94,overcast clouds
629,Bertoua,CM,4.5833,13.6833,68.43,98,100,3.91,overcast clouds
630,Nelson Bay,AU,-32.7167,152.15,53.01,87,8,13.76,clear sky
631,Palana,RU,59.1167,159.9667,45.91,81,100,5.32,overcast clouds
632,Iquitos,PE,-3.7481,-73.2472,86.04,62,75,3.44,broken clouds
633,Damietta,EG,31.4165,31.8133,77.25,72,0,11.45,clear sky
634,Zhuanghe,CN,39.7008,122.9911,63.03,95,81,3.53,broken clouds
635,Marondera,ZW,-18.1853,31.5519,53.38,59,4,7.2,clear sky
636,Chengde,CN,40.9725,117.9361,65.64,87,21,0.76,few clouds
637,Taruma,BR,-22.7467,-50.5772,80.47,38,0,3.6,clear sky
638,Iralaya,HN,15.0,-83.2333,78.96,84,99,5.44,overcast clouds
639,Manta,EC,-0.95,-80.7333,80.38,69,40,11.5,scattered clouds
640,Helong,CN,42.5397,128.9972,56.52,93,28,6.11,scattered clouds
641,Ampanihy,MG,-24.7,44.75,67.6,64,40,9.75,scattered clouds
642,Tucuman,AR,-26.8241,-65.2226,68.32,30,7,5.84,clear sky
643,Santiago,CL,-33.4569,-70.6483,58.17,58,46,3.87,scattered clouds
644,Gallup,US,35.5281,-108.7426,86.76,7,0,3.44,clear sky
645,Maltahohe,NA,-24.8333,16.9833,61.45,21,1,12.93,clear sky
646,Villamontes,BO,-21.25,-63.5,75.09,30,0,5.21,clear sky
647,Waidhofen,DE,48.5833,11.3333,82.15,18,20,11.5,few clouds
648,Ouesso,CG,1.6136,16.0517,76.86,79,100,2.8,light rain
649,Port Hardy,CA,50.6996,-127.4199,51.98,93,100,4.61,light rain
650,Ilhabela,BR,-23.7781,-45.3581,71.19,66,0,4.32,clear sky
651,Ripoll,ES,42.2006,2.1903,91.36,48,56,4.0,broken clouds
652,Staroye Drozhzhanoye,RU,54.7266,47.5677,55.89,95,89,5.23,overcast clouds
653,Tyukhtet,RU,56.5389,89.3011,54.34,97,99,6.22,overcast clouds
654,Barranca,PE,-10.75,-77.7667,66.04,67,50,13.2,scattered clouds
655,Nsanje,MW,-16.92,35.262,69.28,78,1,5.48,clear sky
656,Nacala,MZ,-14.5428,40.6728,73.62,81,37,5.35,scattered clouds
657,Ostrovnoy,RU,68.0531,39.5131,42.57,97,100,17.9,moderate rain
658,Manzanillo,CU,20.3433,-77.1167,87.91,56,100,5.03,overcast clouds
659,Sola,VU,-13.8833,167.55,80.53,79,100,19.24,overcast clouds
660,Fort Nelson,CA,58.8053,-122.7002,58.17,71,88,4.23,overcast clouds
661,Gusau,NG,12.1628,6.6614,87.48,46,92,3.36,overcast clouds
662,Belogorsk,RU,50.9158,128.4611,56.23,97,99,7.31,overcast clouds
663,Alta Floresta,BR,-9.8756,-56.0861,90.21,35,39,4.38,scattered clouds
664,Kempsey,AU,-31.0833,152.8333,44.94,91,0,1.99,clear sky
665,Plymouth,US,41.8334,-70.8328,72.95,58,100,18.41,overcast clouds
666,Gizo,SB,-8.103,156.8419,81.25,77,100,6.13,overcast clouds
667,Pisco,PE,-13.7,-76.2167,68.02,72,0,9.22,clear sky
668,San Carlos,VE,9.6612,-68.5827,80.91,81,93,3.98,overcast clouds
669,Dzhebariki-Khaya,RU,62.2167,135.8,47.52,93,15,1.63,few clouds
670,Jacareacanga,BR,-6.2222,-57.7528,90.18,44,23,5.32,few clouds
671,Bubaque,GW,11.2833,-15.8333,80.08,82,58,17.18,broken clouds
672,Ushtobe,KZ,45.2514,77.9838,70.48,29,1,8.9,clear sky
673,Kingman,US,35.1894,-114.053,94.14,4,0,3.0,clear sky
674,Zhanaozen,KZ,43.3,52.8,89.89,22,54,5.7,broken clouds
675,San Ramon,US,37.7799,-121.978,74.48,60,0,9.22,clear sky
676,Maamba,ZM,-17.3667,27.15,66.04,38,2,2.51,clear sky
677,Coronon,PH,6.8792,125.4489,75.13,86,44,3.42,scattered clouds
678,Irbeyskoye,RU,55.6428,95.4522,60.19,97,100,6.42,light rain
679,San Vicente,AR,-26.6167,-54.1333,70.05,62,53,5.41,broken clouds
680,Sal Rei,CV,16.1833,-22.9167,74.39,77,49,14.76,scattered clouds
681,Khandagayty,RU,50.7333,92.05,58.77,71,66,10.4,broken clouds
682,Sakakah,SA,29.9697,40.2064,97.88,13,0,16.51,clear sky
683,Broken Hill,AU,-31.95,141.4333,56.44,51,99,8.57,overcast clouds
684,Ketchikan,US,55.3422,-131.6461,65.1,56,44,6.24,scattered clouds
685,Port-Cartier,CA,50.0334,-66.8654,66.74,47,99,15.57,overcast clouds
686,Opuwo,NA,-18.0607,13.84,65.8,21,0,3.18,clear sky
687,Tongchuan,CN,35.0806,109.0897,79.3,29,0,2.82,clear sky
688,Ahipara,NZ,-35.1667,173.1667,55.2,89,57,4.36,broken clouds
689,Dzilam Gonzalez,MX,21.2833,-88.9333,90.84,49,37,8.81,scattered clouds
690,Portland,US,45.5234,-122.6762,63.66,72,75,8.99,broken clouds
691,Aksu,CN,41.1231,80.2644,79.93,21,92,5.61,overcast clouds
692,Ichinohe,JP,40.2069,141.3017,64.96,95,38,6.15,scattered clouds
693,Petropavlivka,UA,48.4564,36.4367,63.19,67,51,6.87,broken clouds
694,Dubrovnik,HR,42.6481,18.0922,82.04,34,0,4.61,clear sky
695,Roebourne,AU,-20.7833,117.1333,74.3,62,97,5.44,overcast clouds
